insee,commune,departement,travail_insee,travail_commune,travail_departement,latitude,longitude,emplois,habitants,menages,pers_par_menages,unite_conso_menages,revenu_median,travail_latitude,travail_longitude,travail_emplois,distance_oiseau_km,distance_auto_km,duree_auto_minutes,distance_velo_km,duree_velo_minutes,2009,2014,2009_inter,2014_inter,2009_extra,2014_extra,2009_extra_travail_commune,extra_travail_commune_2014
82121,MONTAUBAN,82,82025,BRESSOLS,82,44.02225946,1.364086365,10693,58826,27192,60631,41844,19034,43.95449457,1.316111809,525,8.5,11.1,16,12.4,53,22217,22028,16942,16578,5276,5450,307,312
82121,MONTAUBAN,82,82161,SAINT-ETIENNE-DE-TULMONT,82,44.02225946,1.364086365,10693,58826,27192,60631,41844,19034,44.04467315,1.45703285,226,7.8,8.9,12,9.9,41,22217,0,16942,0,5276,0,118,0
82121,MONTAUBAN,82,82125,MONTECH,82,44.02225946,1.364086365,10693,58826,27192,60631,41844,19034,43.95241241,1.237646756,430,12.8,15.5,25,16.3,68,22217,22028,16942,16578,5276,5450,119,147
82121,MONTAUBAN,82,82037,CAUSSADE,82,44.02225946,1.364086365,10693,58826,27192,60631,41844,19034,44.15654219,1.543511615,1002,20.7,25.0,23,23.6,97,22217,22028,16942,16578,5276,5450,253,238
82121,MONTAUBAN,82,82112,MOISSAC,82,44.02225946,1.364086365,10693,58826,27192,60631,41844,19034,44.12625181,1.09834758,1802,24.2,30.9,38,32.6,136,22217,22028,16942,16578,5276,5450,125,162
82121,MONTAUBAN,82,46042,CAHORS,46,44.02225946,1.364086365,10693,58826,27192,60631,41844,19034,44.45073709,1.440758378,4819,48.0,59.8,49,62.4,258,22217,0,16942,0,5276,0,115,0
82121,MONTAUBAN,82,31555,TOULOUSE,31,44.02225946,1.364086365,10693,58826,27192,60631,41844,19034,43.59638143,1.431672934,71878,47.7,54.9,44,59.7,257,22217,22028,16942,16578,5276,5450,1189,1287
82121,MONTAUBAN,82,31069,BLAGNAC,31,44.02225946,1.364086365,10693,58826,27192,60631,41844,19034,43.64218679,1.378869411,6700,42.3,55.9,42,54.6,240,22217,22028,16942,16578,5276,5450,148,119
82121,MONTAUBAN,82,82134,NEGREPELISSE,82,44.02225946,1.364086365,10693,58826,27192,60631,41844,19034,44.06314377,1.528136026,594,13.9,15.7,18,17.6,73,22217,22028,16942,16578,5276,5450,192,213
82121,MONTAUBAN,82,82087,LAFRANCAISE,82,44.02225946,1.364086365,10693,58826,27192,60631,41844,19034,44.13545336,1.240219641,370,16.0,18.5,26,21.3,87,22217,0,16942,0,5276,0,150,0
82121,MONTAUBAN,82,82124,MONTBETON,82,44.02225946,1.364086365,10693,58826,27192,60631,41844,19034,44.01356101,1.270365495,215,7.6,9.5,18,9.9,42,0,22028,0,16578,0,5450,0,118
82123,MONTBARTIER,82,82121,MONTAUBAN,82,43.91487776,1.286624564,158,1222,502,1258,824,19097,44.02225946,1.364086365,10693,13.5,18.8,23,19.0,82,575,571,76,124,499,447,149,152
82124,MONTBETON,82,82121,MONTAUBAN,82,44.01356101,1.270365495,215,3918,1459,3831,2480,20284,44.02225946,1.364086365,10693,7.6,10.3,17,9.6,41,1533,1625,280,316,1253,1310,804,865
82124,MONTBETON,82,31555,TOULOUSE,31,44.01356101,1.270365495,215,3918,1459,3831,2480,20284,43.59638143,1.431672934,71878,48.2,55.7,46,55.1,234,0,1625,0,316,0,1310,0,115
82125,MONTECH,82,31555,TOULOUSE,31,43.95241241,1.237646756,430,6158,2419,6093,4000,19725,43.59638143,1.431672934,71878,42.6,54.1,46,46.5,198,2187,2464,623,659,1564,1805,160,215
82125,MONTECH,82,82033,CASTELSARRASIN,82,43.95241241,1.237646756,430,6158,2419,6093,4000,19725,44.04903265,1.123481231,1634,14.1,17.9,26,16.9,69,0,2464,0,659,0,1805,0,137
82125,MONTECH,82,82121,MONTAUBAN,82,43.95241241,1.237646756,430,6158,2419,6093,4000,19725,44.02225946,1.364086365,10693,12.8,15.4,24,16.0,67,2187,2464,623,659,1564,1805,644,683
82126,MONTEILS,82,82121,MONTAUBAN,82,44.17178704,1.565377264,196,1363,563,1389,935,20142,44.02225946,1.364086365,10693,23.1,28.3,26,26.2,108,504,0,88,0,416,0,108,0
82126,MONTEILS,82,82037,CAUSSADE,82,44.17178704,1.565377264,196,1363,563,1389,935,20142,44.15654219,1.543511615,1002,2.4,3.5,6,3.1,13,504,611,88,158,416,453,200,245
82132,MONTRICOUX,82,82121,MONTAUBAN,82,44.10350577,1.624189428,51,1149,491,1119,766,18967,44.02225946,1.364086365,10693,22.7,27.5,31,29.1,119,430,0,117,0,313,0,110,0
82134,NEGREPELISSE,82,82121,MONTAUBAN,82,44.06314377,1.528136026,594,5511,2072,5226,3449,18680,44.02225946,1.364086365,10693,13.9,15.8,19,17.6,73,2056,2009,769,824,1288,1185,732,685
82135,NOHIC,82,31555,TOULOUSE,31,43.88809463,1.437651039,45,1300,496,1347,872,20325,43.59638143,1.431672934,71878,32.5,40.6,44,39.2,165,0,563,0,83,0,481,0,102
82136,ORGUEIL,82,31555,TOULOUSE,31,43.89916869,1.397059786,38,1616,569,1603,1016,19408,43.59638143,1.431672934,71878,33.8,40.4,44,41.1,178,0,721,0,138,0,582,0,113
82136,ORGUEIL,82,82121,MONTAUBAN,82,43.89916869,1.397059786,38,1616,569,1603,1016,19408,44.02225946,1.364086365,10693,13.9,17.6,24,20.3,99,685,721,114,138,571,582,158,113
82142,POMPIGNAN,82,31555,TOULOUSE,31,43.81963475,1.329219575,58,1435,542,1454,938,22013,43.59638143,1.431672934,71878,26.2,30.5,33,29.1,129,653,598,69,79,584,518,231,148
82144,PUYCORNET,82,82121,MONTAUBAN,82,44.1546582,1.32199869,21,725,276,668,449,18761,44.02225946,1.364086365,10693,15.1,18.8,24,20.1,82,285,0,66,0,219,0,116,0
82149,REALVILLE,82,82121,MONTAUBAN,82,44.12814726,1.480813903,151,1887,773,1862,1249,18562,44.02225946,1.364086365,10693,15.0,16.8,14,17.5,71,804,744,189,155,615,589,268,245
82149,REALVILLE,82,82037,CAUSSADE,82,44.12814726,1.480813903,151,1887,773,1862,1249,18562,44.15654219,1.543511615,1002,5.9,34.0,24,7.7,32,804,744,189,155,615,589,118,145
82161,SAINT-ETIENNE-DE-TULMONT,82,82121,MONTAUBAN,82,44.04467315,1.45703285,226,3730,1469,3769,2487,20262,44.02225946,1.364086365,10693,7.8,9.0,12,9.9,41,1451,1579,280,324,1171,1255,722,746
82167,SAINT-NAUPHARY,82,82121,MONTAUBAN,82,43.95896731,1.448601581,98,1809,671,1692,1122,21892,44.02225946,1.364086365,10693,9.8,11.3,16,11.9,49,748,781,172,177,576,605,380,345
82169,SAINT-NICOLAS-DE-LA-GRAVE,82,82112,MOISSAC,82,44.06584253,1.020230209,167,2192,971,2193,1521,18535,44.12625181,1.09834758,1802,9.2,18.4,24,12.6,53,828,757,256,239,572,518,132,137
82171,SAINT-PORQUIER,82,82121,MONTAUBAN,82,44.00770303,1.182271153,55,1413,508,1374,888,18190,44.02225946,1.364086365,10693,14.6,19.0,24,18.4,77,0,613,0,125,0,487,0,115
82176,LA SALVETAT-BELMONTET,82,82121,MONTAUBAN,82,43.96665797,1.512772014,24,793,295,756,496,20226,44.02225946,1.364086365,10693,13.4,16.0,20,15.9,65,293,368,53,44,240,324,127,172
82179,SEPTFONDS,82,82037,CAUSSADE,82,44.17657597,1.617393087,144,2171,969,2136,1494,18221,44.15654219,1.543511615,1002,6.3,7.4,10,7.6,32,737,740,207,173,531,567,190,181
82184,VAISSAC,82,82121,MONTAUBAN,82,44.03166249,1.570659299,36,833,311,849,544,19200,44.02225946,1.364086365,10693,16.6,20.8,23,21.2,87,333,379,110,137,224,242,101,105
82186,VALENCE,82,82072,GOLFECH,82,44.10683321,0.897921093,771,5194,2365,4822,3463,17512,44.11002743,0.856994008,264,3.3,4.4,6,4.9,21,1744,1620,920,790,824,830,164,195
82190,VERDUN-SUR-GARONNE,82,31555,TOULOUSE,31,43.84914534,1.228456427,310,4660,2021,4855,3234,20173,43.59638143,1.431672934,71878,32.5,39.3,43,38.4,167,1837,2130,482,497,1356,1632,347,436
82190,VERDUN-SUR-GARONNE,82,82121,MONTAUBAN,82,43.84914534,1.228456427,310,4660,2021,4855,3234,20173,44.02225946,1.364086365,10693,22.1,26.5,30,28.8,123,1837,2130,482,497,1356,1632,140,169
82190,VERDUN-SUR-GARONNE,82,31069,BLAGNAC,31,43.84914534,1.228456427,310,4660,2021,4855,3234,20173,43.64218679,1.378869411,6700,26.0,31.8,39,33.5,138,0,2130,0,497,0,1632,0,169
82192,VERLHAC-TESCOU,82,82121,MONTAUBAN,82,43.933087,1.532737795,6,519,204,517,344,19253,44.02225946,1.364086365,10693,16.8,21.4,26,21.8,89,0,254,0,60,0,194,0,110
82194,VILLEBRUMIER,82,82121,MONTAUBAN,82,43.92029489,1.451254327,105,1315,506,1283,843,20324,44.02225946,1.364086365,10693,13.3,17.4,23,17.8,75,461,0,107,0,354,0,111,0
82194,VILLEBRUMIER,82,31555,TOULOUSE,31,43.92029489,1.451254327,105,1315,506,1283,843,20324,43.59638143,1.431672934,71878,36.1,44.5,50,43.4,182,0,568,0,111,0,457,0,101
82195,VILLEMADE,82,82121,MONTAUBAN,82,44.08012273,1.289914584,28,719,311,775,516,19745,44.02225946,1.364086365,10693,8.8,10.8,16,10.4,43,316,343,59,54,257,289,154,186
84007,AVIGNON,84,30351,VILLENEUVE-LES-AVIGNON,30,43.93524483,4.840715725,18441,92209,40745,89382,61714,15887,43.97716736,4.794660407,1004,5.9,10.8,27,9.4,41,31061,29799,21450,20491,9611,9308,283,204
84007,AVIGNON,84,30012,ARAMON,30,43.93524483,4.840715725,18441,92209,40745,89382,61714,15887,43.90419902,4.683020019,280,13.1,19.0,34,19.3,111,0,29799,0,20491,0,9308,0,106
84007,AVIGNON,84,30189,NIMES,30,43.93524483,4.840715725,18441,92209,40745,89382,61714,15887,43.84493839,4.34806797,22719,40.7,49.2,62,52.2,247,31061,29799,21450,20491,9611,9308,167,140
84007,AVIGNON,84,30011,LES ANGLES,30,43.93524483,4.840715725,18441,92209,40745,89382,61714,15887,43.94668029,4.752552562,1120,7.2,8.9,22,12.6,55,31061,29799,21450,20491,9611,9308,317,249
84007,AVIGNON,84,30141,LAUDUN-L'ARDOISE,30,43.93524483,4.840715725,18441,92209,40745,89382,61714,15887,44.10295683,4.663895131,840,23.4,29.8,42,31.2,136,0,29799,0,20491,0,9308,0,109
84007,AVIGNON,84,30028,BAGNOLS-SUR-CEZE,30,43.93524483,4.840715725,18441,92209,40745,89382,61714,15887,44.16224967,4.624773809,2737,30.6,36.6,50,39.9,172,31061,29799,21450,20491,9611,9308,219,157
84019,BOLLENE,84,30028,BAGNOLS-SUR-CEZE,30,44.28820164,4.752359563,1808,13574,5834,14550,9671,17324,44.16224967,4.624773809,2737,17.3,21.3,27,23.7,99,4754,0,2237,0,2517,0,104,0
84087,ORANGE,84,30028,BAGNOLS-SUR-CEZE,30,44.12891354,4.80987924,4066,29482,12603,29244,19886,17766,44.16224967,4.624773809,2737,15.2,27.2,35,23.9,103,10487,10475,6444,6121,4042,4354,213,184
